pitcher,Stuff_plus,Location_plus,Pitching_plus
620982,85.59337,103.88737,58.794857
666157,89.82739,98.042496,58.09357
657746,88.4296,101.882866,58.038055
608344,86.61808,99.43338,57.81853
595978,84.0214,103.790726,57.762226
669620,87.72844,97.06935,57.325905
682227,90.79117,95.077965,56.95012
687911,82.67794,101.3239,56.642467
657376,89.11736,99.209724,56.585556
669711,89.65866,101.62902,54.424652
650489,86.38421,97.898705,54.195103
683409,87.11113,99.056114,54.104492
455119,89.31814,99.07551,53.814583
624431,84.55503,111.3357,53.192093
607192,90.38559,101.29867,52.330982
671111,83.891045,100.304146,52.18251
641343,82.84496,100.667274,52.105114
687145,83.57817,98.49956,51.91606
665019,83.58679,102.77153,51.658176
641401,88.61155,95.60963,50.9339
605488,83.22456,101.099724,50.08351
666745,84.119286,99.53813,48.84461
548384,90.23168,98.7386,48.6987
693821,84.25654,100.889854,47.485214
598286,83.55916,100.91217,45.85194
621383,82.93425,101.15192,45.787464
593934,84.70336,101.57276,45.57843
664747,94.54205,100.301605,45.377594
641656,87.52566,102.99797,45.355366
664875,83.38288,103.23591,45.18356
657612,81.628334,102.0535,45.18134
677053,84.228096,99.535484,44.713673
621389,82.22459,99.81799,44.5591
668943,89.12649,101.842476,44.548275
623168,75.68289,108.71765,44.162003
542881,84.463455,96.04265,43.081833
640454,89.43947,96.778275,42.751663
623474,85.74755,103.17663,42.637093
663897,82.1465,98.52713,42.135567
676664,84.369644,99.58427,41.714924
489119,85.49724,91.982346,40.308605
548389,82.970955,98.288345,40.25267
643396,74.89226,107.29813,40.246567
676534,90.58261,96.94218,40.07149
528748,93.53719,98.00313,39.698685
607644,82.459946,97.49932,39.08357
543063,82.130196,103.0726,38.85266
434378,83.28081,99.65331,38.392323
640462,88.10016,99.52525,38.112698
689672,83.65843,98.34161,37.547073
666142,84.102455,97.18164,37.42533
685314,82.395996,95.200005,36.245438
668338,90.43715,99.60599,33.828953
680704,78.62714,103.51488,31.195642
689690,89.412674,96.08906,30.499847
571657,85.77052,102.52204,29.949877
676702,81.45823,98.23741,29.516758
592662,84.15752,97.19566,29.489956
670167,83.827286,99.189995,28.9943
661269,88.03139,98.081856,28.89736
607237,86.98087,100.851845,28.833195
642028,79.29805,102.259636,28.720713
669203,86.513084,96.13919,28.637922
660813,98.839676,100.510826,22.403929
673540,93.331085,113.07926,12.910722
656730,79.04956,99.12141,11.978602
620443,67.27567,95.36356,-3.9023998
676391,73.722916,98.64855,-4.5378313
670242,64.11925,100.45825,-4.6807685
573262,76.44831,101.34652,-5.07354
669199,71.763794,106.88996,-8.88789
606149,74.10938,100.23455,-9.605154
687377,77.371544,97.83465,-22.455553
518886,60.540047,97.87112,-26.586164
643256,70.3422,103.42908,-35.51942
445276,72.29204,95.76934,-60.38646
621016,58.55159,100.66574,-63.793537
679845,56.96141,102.87253,-76.71328
642528,28.279016,105.159676,-225.4439
